Order ID,Order Date,Origin Port,Product ID,Plant Code,Destination Port,Unit quantity,Weight,Total Weight
1447308639,5/26/2013,SF,2,PIT,BOM,1498,21.7,32506.6
1447155061,5/26/2013,SF,2,PIT,HK,617,21.7,13388.9
1447155063,5/26/2013,MIA,2,PIT,HK,898,21.7,19486.6
1447260619,5/26/2013,MIA,2,PIT,HK,555,21.7,12043.5
1447398415,5/26/2013,MIA,2,PIT,BOM,4377,21.7,94980.9
1447191291,5/26/2013,MIA,2,PIT,ROM,540,21.7,11718
1447202234,5/26/2013,SF,1,PIT,BRU,887,14.5,12861.5
1447260620,5/26/2013,MIA,1,PIT,BRU,1803,14.5,26143.5
1447143192,5/26/2013,SF,1,PIT,ROM,936,14.5,13572
1447241008,5/26/2013,MIA,1,PIT,BOM,2040,14.5,29580
1447155059,5/26/2013,SF,1,PIT,BOM,3003,14.5,43543.5
1447232834,5/26/2013,SF,2,PIT,ROM,2095,21.7,45461.5
1447178730,5/26/2013,MIA,1,PIT,ROM,2034,14.5,29493
1447308638,5/26/2013,MIA,2,PIT,ROM,973,21.7,21114.1
1447143211,5/26/2013,MIA,1,PIT,BRU,529,14.5,7670.5
1447254054,5/26/2013,MIA,2,PIT,BRU,2992,21.7,64926.4
1447170787,5/26/2013,MIA,1,PIT,BOM,2066,14.5,29957
1447219267,5/26/2013,MIA,2,PIT,ROM,3914,21.7,84933.8
1447296452,5/26/2013,SF,2,PIT,ROM,1222,21.7,26517.4
1447232836,5/26/2013,MIA,2,PIT,BRU,3876,21.7,84109.2
1447138895,5/26/2013,MIA,2,PIT,BRU,2079,21.7,45114.3
1447178731,5/26/2013,MIA,1,PIT,HK,1136,14.5,16472
1447138905,5/26/2013,MIA,2,PIT,HK,3931,21.7,85302.7
1447211523,5/26/2013,SF,1,PIT,ROM,2393,14.5,34698.5
1447364332,5/26/2013,SF,2,PIT,BOM,1655,21.7,35913.5
1447260626,5/26/2013,SF,1,PIT,BRU,2078,14.5,30131
1447398418,5/26/2013,SF,2,PIT,BRU,946,21.7,20528.2
1447308588,5/26/2013,MIA,1,PIT,HK,2120,14.5,30740
1447202440,5/26/2013,SF,1,PIT,BOM,1230,14.5,17835
1447351443,5/26/2013,MIA,1,PIT,HK,2115,14.5,30667.5
1447158021,5/26/2013,SF,1,PIT,ROM,2045,14.5,29652.5
1447316598,5/26/2013,SF,2,PIT,ROM,935,21.7,20289.5
1447155064,5/26/2013,MIA,2,PIT,BRU,2943,21.7,63863.1
1447329979,5/26/2013,MIA,2,PIT,BRU,2936,21.7,63711.2
1447191278,5/26/2013,SF,2,PIT,BOM,2985,21.7,64774.5
1447373139,5/26/2013,SF,1,PIT,BOM,2938,14.5,42601
1447363982,5/26/2013,SF,1,PIT,HK,716,14.5,10382
1447211524,5/26/2013,MIA,1,PIT,HK,4464,14.5,64728
1447202439,5/26/2013,SF,2,PIT,BRU,2109,21.7,45765.3
1447241230,5/26/2013,MIA,1,PIT,ROM,2978,14.5,43181
1447143197,5/26/2013,MIA,1,PIT,ROM,2100,14.5,30450
1447158022,5/26/2013,MIA,2,PIT,BRU,2066,21.7,44832.2
1447170790,5/26/2013,MIA,2,PIT,ROM,2972,21.7,64492.4
1447254059,5/26/2013,MIA,1,PIT,HK,2069,14.5,30000.5
1447316597,5/26/2013,MIA,2,PIT,ROM,2233,21.7,48456.1
1447381636,5/26/2013,SF,1,PIT,BOM,2088,14.5,30276
1447178729,5/26/2013,SF,1,PIT,ROM,2665,14.5,38642.5
1447202433,5/26/2013,MIA,1,PIT,BOM,1961,14.5,28434.5
1447138903,5/26/2013,MIA,2,PIT,ROM,2974,21.7,64535.8
1447296449,5/26/2013,SF,1,PIT,ROM,2322,14.5,33669
1447296451,5/26/2013,SF,1,PIT,HK,950,14.5,13775
1447358736,5/26/2013,SF,2,PIT,BOM,1942,21.7,42141.4
1447202425,5/26/2013,MIA,1,PIT,HK,352,14.5,5104
1447143196,5/26/2013,MIA,1,PIT,BOM,1208,14.5,17516
1447202193,5/26/2013,SF,2,PIT,BOM,2117,21.7,45938.9
1447211522,5/26/2013,MIA,1,PIT,BRU,2087,14.5,30261.5
1447158025,5/26/2013,MIA,2,PIT,HK,3927,21.7,85215.9
1447352432,5/26/2013,MIA,1,PIT,BRU,4090,14.5,59305
1447155058,5/26/2013,SF,1,PIT,BOM,3851,14.5,55839.5
1447170794,5/26/2013,SF,2,PIT,HK,3927,21.7,85215.9
1447191283,5/26/2013,SF,2,PIT,HK,3845,21.7,83436.5
1447306623,5/26/2013,SF,1,PIT,ROM,1529,14.5,22170.5
1447306542,5/26/2013,SF,2,PIT,BRU,1495,21.7,32441.5
1447392841,5/26/2013,SF,2,PIT,ROM,899,21.7,19508.3
1447306544,5/26/2013,MIA,2,PIT,BOM,1437,21.7,31182.9
1447189596,5/26/2013,SF,2,PIT,BRU,1914,21.7,41533.8
1447189595,5/26/2013,MIA,1,PIT,ROM,1956,14.5,28362
1447189594,5/26/2013,MIA,1,PIT,BOM,1964,14.5,28478
1447405924,5/26/2013,MIA,1,PIT,BOM,1961,14.5,28434.5
1447306545,5/26/2013,MIA,2,PIT,ROM,3624,21.7,78640.8
1447182455,5/26/2013,MIA,1,PIT,BRU,4802,14.5,69629
1447320770,5/26/2013,MIA,2,PIT,ROM,4871,21.7,105700.7
1447317000,5/26/2013,SF,1,PIT,BRU,1768,14.5,25636
1447320724,5/26/2013,SF,1,PIT,ROM,10054,14.5,145783
1447306568,5/26/2013,SF,2,PIT,BOM,14988,21.7,325239.6
1447306638,5/26/2013,MIA,2,PIT,HK,10079,21.7,218714.3
1447399897,5/26/2013,SF,2,PIT,HK,12802,21.7,277803.4
1447306541,5/26/2013,SF,1,PIT,BRU,5308,14.5,76966
1447306622,5/26/2013,SF,2,PIT,BRU,10309,21.7,223705.3
1447320842,5/26/2013,MIA,2,PIT,BRU,10235,21.7,222099.5
1447399895,5/26/2013,SF,1,PIT,HK,10295,14.5,149277.5
1447320824,5/26/2013,MIA,1,PIT,BRU,1910,14.5,27695
1447418501,5/26/2013,SF,2,PIT,BOM,2840,21.7,61628
1447379298,5/26/2013,MIA,1,PIT,BRU,12737,14.5,184686.5
1447269469,5/26/2013,SF,1,PIT,HK,42789,14.5,620440.5
1447379326,5/26/2013,SF,1,PIT,ROM,7821,14.5,113404.5
1447269471,5/26/2013,SF,2,PIT,BRU,20304,21.7,440596.8
1447182454,5/26/2013,MIA,1,PIT,HK,15243,14.5,221023.5
1447379202,5/26/2013,SF,2,PIT,HK,10279,21.7,223054.3
1447344846,5/26/2013,MIA,2,PIT,ROM,1156,21.7,25085.2
1447412853,5/26/2013,SF,1,PIT,BOM,1233,14.5,17878.5
1447313127,5/26/2013,SF,1,PIT,BOM,1196,14.5,17342
1447320656,5/26/2013,SF,1,PIT,BRU,19176,14.5,278052
1447269470,5/26/2013,MIA,2,PIT,HK,5648,21.7,122561.6
1447182459,5/26/2013,SF,2,PIT,ROM,3905,21.7,84738.5
1447182461,5/26/2013,MIA,2,PIT,BOM,6662,21.7,144565.4
1447410409,5/26/2013,SF,1,PIT,ROM,13116,14.5,190182
1447306546,5/26/2013,MIA,1,PIT,ROM,1847,14.5,26781.5
1447403804,5/26/2013,SF,2,PIT,BRU,6694,21.7,145259.8
1447392327,5/26/2013,MIA,1,PIT,HK,3505,14.5,50822.5
1447392329,5/26/2013,SF,1,PIT,HK,6652,14.5,96454
1447392328,5/26/2013,SF,1,PIT,HK,5125,14.5,74312.5
1447320843,5/26/2013,SF,2,PIT,HK,5966,21.7,129462.2
1447379299,5/26/2013,SF,2,PIT,BRU,4060,21.7,88102
1447399896,5/26/2013,MIA,1,PIT,BRU,11655,14.5,168997.5
1447355126,5/26/2013,MIA,1,PIT,BOM,6010,14.5,87145
1447379325,5/26/2013,MIA,2,PIT,BOM,7920,21.7,171864
1447182475,5/26/2013,SF,1,PIT,BOM,6005,14.5,87072.5
1447182479,5/26/2013,SF,1,PIT,BOM,2249,14.5,32610.5
1447320825,5/26/2013,SF,1,PIT,BOM,12243,14.5,177523.5
1447405963,5/26/2013,SF,1,PIT,BRU,3864,14.5,56028
1447320802,5/26/2013,SF,1,PIT,HK,8665,14.5,125642.5
1447306593,5/26/2013,SF,1,PIT,HK,858,14.5,12441
1447306625,5/26/2013,SF,1,PIT,BOM,2677,14.5,38816.5
1447405948,5/26/2013,SF,2,PIT,ROM,854,21.7,18531.8
1447182482,5/26/2013,SF,1,PIT,ROM,926,14.5,13427
1447405955,5/26/2013,SF,2,PIT,BOM,10531,21.7,228522.7
1447325922,5/26/2013,SF,2,PIT,BRU,12240,21.7,265608
1447182469,5/26/2013,MIA,2,PIT,ROM,840,21.7,18228
1447392876,5/26/2013,SF,1,PIT,HK,9288,14.5,134676
1447325914,5/26/2013,MIA,1,PIT,BRU,844,14.5,12238
1447325916,5/26/2013,SF,1,PIT,BOM,15926,14.5,230927
1447269587,5/26/2013,MIA,2,PIT,BOM,1445,21.7,31356.5
1447182481,5/26/2013,SF,2,PIT,ROM,3291,21.7,71414.7
1447406047,5/26/2013,SF,2,PIT,BRU,3250,21.7,70525
1447242979,5/26/2013,SF,2,PIT,ROM,4500,21.7,97650
1447340138,5/26/2013,SF,1,PIT,HK,5049,14.5,73210.5
1447252497,5/26/2013,SF,2,PIT,BOM,2682,21.7,58199.4
1447340137,5/26/2013,SF,1,PIT,HK,5088,14.5,73776
1447182464,5/26/2013,SF,1,PIT,HK,14093,14.5,204348.5
1447405956,5/26/2013,SF,1,PIT,ROM,890,14.5,12905
1447405946,5/26/2013,SF,2,PIT,HK,5092,21.7,110496.4
1447365155,5/26/2013,MIA,2,PIT,BRU,2708,21.7,58763.6
1447405962,5/26/2013,MIA,2,PIT,BRU,7494,21.7,162619.8
1447316993,5/26/2013,SF,2,PIT,HK,2704,21.7,58676.8
1447340136,5/26/2013,SF,1,PIT,HK,9853,14.5,142868.5
1447331106,5/26/2013,MIA,2,PIT,BOM,12895,21.7,279821.5
1447182477,5/26/2013,MIA,1,PIT,HK,5075,14.5,73587.5
1447325827,5/26/2013,MIA,1,PIT,ROM,897,14.5,13006.5
1447325826,5/26/2013,MIA,2,PIT,ROM,2700,21.7,58590
1447320841,5/26/2013,MIA,1,PIT,HK,10274,14.5,148973
1447399894,5/26/2013,SF,2,PIT,BOM,10333,21.7,224226.1
1447405987,5/26/2013,MIA,1,PIT,HK,7282,14.5,105589
1447320771,5/26/2013,MIA,1,PIT,HK,4314,14.5,62553
1447182456,5/26/2013,MIA,2,PIT,BOM,5323,21.7,115509.1
1447320772,5/26/2013,SF,2,PIT,ROM,3318,21.7,72000.6
1447327176,5/26/2013,SF,1,PIT,ROM,3324,14.5,48198
1447386266,5/26/2013,SF,2,PIT,BOM,12256,21.7,265955.2
1447306632,5/26/2013,MIA,2,PIT,ROM,678,21.7,14712.6
1447392848,5/26/2013,MIA,2,PIT,BOM,703,21.7,15255.1
1447182466,5/26/2013,SF,2,PIT,ROM,680,21.7,14756
1447254155,5/26/2013,MIA,2,PIT,BRU,1141,21.7,24759.7
1447392832,5/26/2013,MIA,1,PIT,BOM,1530,14.5,22185
1447316604,5/26/2013,SF,1,PIT,HK,1107,14.5,16051.5
1447182473,5/26/2013,SF,2,PIT,HK,1089,21.7,23631.3
1447392846,5/26/2013,MIA,1,PIT,BOM,1081,14.5,15674.5
1447182474,5/26/2013,SF,2,PIT,BRU,1144,21.7,24824.8
1447241594,5/26/2013,MIA,1,PIT,BRU,1094,14.5,15863
1447392847,5/26/2013,MIA,2,PIT,BRU,1137,21.7,24672.9
1447392833,5/26/2013,MIA,2,PIT,BOM,1145,21.7,24846.5
1447182480,5/26/2013,MIA,1,PIT,HK,674,14.5,9773
1447405934,5/26/2013,SF,2,PIT,HK,660,21.7,14322
1447182471,5/26/2013,SF,2,PIT,ROM,1949,21.7,42293.3
1447344845,5/26/2013,SF,2,PIT,BOM,1164,21.7,25258.8
1447412852,5/26/2013,MIA,2,PIT,BRU,1176,21.7,25519.2
1447182468,5/26/2013,MIA,2,PIT,ROM,5666,21.7,122952.2
1447182458,5/26/2013,SF,1,PIT,ROM,2971,14.5,43079.5
1447313125,5/26/2013,SF,1,PIT,BRU,1198,14.5,17371
1447405947,5/26/2013,SF,1,PIT,HK,1279,14.5,18545.5
1447344844,5/26/2013,SF,1,PIT,ROM,1905,14.5,27622.5
1447182467,5/26/2013,SF,2,PIT,BRU,6697,21.7,145324.9
1447313124,5/26/2013,MIA,2,PIT,ROM,1882,21.7,40839.4
1447182457,5/26/2013,MIA,2,PIT,ROM,1895,21.7,41121.5
1447313126,5/26/2013,SF,2,PIT,ROM,5250,21.7,113925
1447306599,5/26/2013,MIA,1,PIT,BRU,10278,14.5,149031
1447306598,5/26/2013,MIA,2,PIT,ROM,7449,21.7,161643.3
1447343378,5/26/2013,SF,2,PIT,ROM,3000,21.7,65100
1447306540,5/26/2013,SF,1,PIT,ROM,1323,14.5,19183.5
1447306543,5/26/2013,SF,2,PIT,ROM,1271,21.7,27580.7
1447350176,5/26/2013,SF,1,PIT,BRU,1327,14.5,19241.5
1447397994,5/26/2013,MIA,2,PIT,HK,2278,21.7,49432.6
1447231068,5/26/2013,MIA,2,PIT,BOM,5120,21.7,111104
1447306539,5/26/2013,SF,2,PIT,BOM,5033,21.7,109216.1
1447355122,5/26/2013,MIA,2,PIT,HK,1846,21.7,40058.2
1447240888,5/26/2013,MIA,1,PIT,HK,9888,14.5,143376
1447364832,5/26/2013,SF,1,PIT,ROM,3462,14.5,50199
1447240889,5/26/2013,SF,2,PIT,BRU,5123,21.7,111169.1
1447306547,5/26/2013,SF,2,PIT,BOM,1873,21.7,40644.1
1447372032,5/26/2013,SF,2,PIT,ROM,1932,21.7,41924.4
1447298091,5/26/2013,MIA,1,PIT,BOM,5128,14.5,74356
1447182462,5/26/2013,SF,1,PIT,BRU,5066,14.5,73457
1447320773,5/26/2013,SF,1,PIT,ROM,1870,14.5,27115
1447405933,5/26/2013,MIA,2,PIT,HK,13048,21.7,283141.6
1447182478,5/26/2013,MIA,2,PIT,BOM,1912,21.7,41490.4
1447182470,5/26/2013,SF,2,PIT,ROM,1128,21.7,24477.6
1447387682,5/26/2013,MIA,2,PIT,BRU,1930,21.7,41881
1447182465,5/26/2013,SF,2,PIT,HK,1931,21.7,41902.7
1447405925,5/26/2013,SF,1,PIT,BRU,41852,14.5,606854
1447320725,5/26/2013,MIA,1,PIT,BOM,26302,14.5,381379
1447286437,5/26/2013,MIA,1,PIT,HK,26242,14.5,380509
1447189588,5/26/2013,MIA,1,PIT,BOM,4832,14.5,70064
1447231071,5/26/2013,SF,1,PIT,BOM,1183,14.5,17153.5
1447182463,5/26/2013,MIA,2,PIT,BOM,1142,21.7,24781.4
1447337605,5/26/2013,SF,1,PIT,ROM,7505,14.5,108822.5
1447344825,5/26/2013,SF,1,PIT,BOM,3921,14.5,56854.5
1447182453,5/26/2013,SF,1,PIT,HK,10372,14.5,150394
1447327230,5/26/2013,SF,2,PIT,HK,3658,21.7,79378.6
1447182472,5/26/2013,SF,2,PIT,BRU,5446,21.7,118178.2
1447182476,5/26/2013,MIA,1,PIT,ROM,5502,14.5,79779
1447377331,5/26/2013,SF,1,PIT,BRU,22787,14.5,330411.5
1447306550,5/26/2013,MIA,2,PIT,BOM,5330,21.7,115661
1447320801,5/26/2013,MIA,2,PIT,BRU,10296,21.7,223423.2
1447377332,5/26/2013,SF,2,PIT,BRU,10266,21.7,222772.2
1447286434,5/26/2013,MIA,1,PIT,BOM,10240,14.5,148480
1447286433,5/26/2013,MIA,2,PIT,BOM,22789,21.7,494521.3
1447366430,5/26/2013,SF,1,PIT,HK,2794,14.5,40513
1447320823,5/26/2013,SF,2,PIT,BOM,1942,21.7,42141.4
1447405949,5/26/2013,MIA,1,PIT,ROM,8695,14.5,126077.5
1447182452,5/26/2013,MIA,1,PIT,BRU,3654,14.5,52983
1447306624,5/26/2013,MIA,1,PIT,BRU,3667,14.5,53171.5
1447262012,5/26/2013,SF,2,PIT,HK,304,21.7,6596.8
1447308835,5/26/2013,MIA,1,PIT,HK,581,14.5,8424.5
1447261867,5/26/2013,MIA,2,PIT,BRU,4118,21.7,89360.6
1447201701,5/26/2013,SF,2,PIT,BRU,5098,21.7,110626.6
1447356153,5/26/2013,SF,1,PIT,BRU,5054,14.5,73283
1447338332,5/26/2013,SF,2,PIT,HK,3836,21.7,83241.2
1447308150,5/26/2013,MIA,1,PIT,BRU,2031,14.5,29449.5
1447335437,5/26/2013,SF,1,PIT,HK,2026,14.5,29377
1447262050,5/26/2013,MIA,2,PIT,BRU,660,21.7,14322
1447261869,5/26/2013,SF,1,PIT,HK,841,14.5,12194.5
1447404340,5/26/2013,SF,1,PIT,BRU,891,14.5,12919.5
1447323414,5/26/2013,SF,1,PIT,HK,895,14.5,12977.5
1447384151,5/26/2013,MIA,1,PIT,BRU,870,14.5,12615
1447221634,5/26/2013,SF,1,PIT,ROM,857,14.5,12426.5
1447340633,5/26/2013,SF,2,PIT,BOM,844,21.7,18314.8
1447184596,5/26/2013,SF,2,PIT,HK,853,21.7,18510.1
1447278500,5/26/2013,MIA,1,PIT,HK,2819,14.5,40875.5
1447386297,5/26/2013,SF,2,PIT,BOM,2745,21.7,59566.5
1447182392,5/26/2013,MIA,1,PIT,BOM,2816,14.5,40832
1447309255,5/26/2013,SF,1,PIT,HK,463,14.5,6713.5
1447396767,5/26/2013,SF,1,PIT,BOM,2386,14.5,34597
1447352019,5/26/2013,MIA,1,PIT,ROM,754,14.5,10933
1447352021,5/26/2013,MIA,2,PIT,BOM,1500,21.7,32550
1447379197,5/26/2013,MIA,1,PIT,HK,1539,14.5,22315.5
1447359555,5/26/2013,MIA,2,PIT,HK,1174,21.7,25475.8
1447178244,5/26/2013,SF,2,PIT,BOM,7440,21.7,161448
1447317148,5/26/2013,MIA,1,PIT,HK,1507,14.5,21851.5
1447359554,5/26/2013,SF,2,PIT,ROM,2372,21.7,51472.4
1447352022,5/26/2013,MIA,2,PIT,BOM,2782,21.7,60369.4
1447352018,5/26/2013,MIA,2,PIT,ROM,1976,21.7,42879.2
1447352020,5/26/2013,SF,1,PIT,ROM,1097,14.5,15906.5
1447205762,5/26/2013,MIA,1,PIT,BRU,325,14.5,4712.5
1447205763,5/26/2013,SF,1,PIT,BRU,333,14.5,4828.5
1447370682,5/26/2013,MIA,1,PIT,HK,1191,14.5,17269.5
1447372963,5/26/2013,MIA,1,PIT,BOM,1446,14.5,20967
1447182403,5/26/2013,SF,2,PIT,ROM,604,21.7,13106.8
1447234949,5/26/2013,SF,2,PIT,BRU,1314,21.7,28513.8
1447178062,5/26/2013,SF,1,PIT,ROM,1296,14.5,18792
1447388729,5/26/2013,MIA,2,PIT,BOM,1318,21.7,28600.6
1447392217,5/26/2013,SF,1,PIT,BRU,1495,14.5,21677.5
1447193187,5/26/2013,MIA,1,PIT,BOM,4258,14.5,61741
1447353695,5/26/2013,SF,1,PIT,HK,1284,14.5,18618
1447352524,5/26/2013,SF,1,PIT,BRU,3532,14.5,51214
1447182398,5/26/2013,MIA,2,PIT,BOM,1837,21.7,39862.9
1447278497,5/26/2013,MIA,2,PIT,ROM,8251,21.7,179046.7
1447255584,5/26/2013,MIA,2,PIT,BOM,3461,21.7,75103.7
1447332136,5/26/2013,MIA,1,PIT,BRU,3522,14.5,51069
1447366887,5/26/2013,MIA,1,PIT,ROM,3440,14.5,49880
1447234950,5/26/2013,SF,2,PIT,ROM,1892,21.7,41056.4
1447213261,5/26/2013,SF,1,PIT,BRU,5074,14.5,73573
1447201702,5/26/2013,SF,1,PIT,BOM,2813,14.5,40788.5
1447201700,5/26/2013,SF,2,PIT,BRU,5296,21.7,114923.2
1447182394,5/26/2013,SF,2,PIT,HK,8340,21.7,180978
1447178243,5/26/2013,MIA,1,PIT,BRU,12917,14.5,187296.5
1447182393,5/26/2013,MIA,1,PIT,ROM,10256,14.5,148712
1447362579,5/26/2013,MIA,1,PIT,HK,14248,14.5,206596
1447410884,5/26/2013,SF,2,PIT,BRU,638,21.7,13844.6
1447373506,5/26/2013,SF,2,PIT,BRU,419,21.7,9092.3
1447393109,5/26/2013,SF,2,PIT,HK,374,21.7,8115.8
1447205898,5/26/2013,MIA,1,PIT,BRU,305,14.5,4422.5
1447261157,5/26/2013,MIA,2,PIT,BRU,268,21.7,5815.6
1447283772,5/26/2013,SF,2,PIT,HK,336,21.7,7291.2
1447216710,5/26/2013,MIA,1,PIT,HK,319,14.5,4625.5
1447302786,5/26/2013,MIA,1,PIT,BOM,361,14.5,5234.5
1447283727,5/26/2013,SF,2,PIT,HK,383,21.7,8311.1
1447373433,5/26/2013,MIA,2,PIT,BRU,308,21.7,6683.6
1447389131,5/26/2013,MIA,2,PIT,ROM,327,21.7,7095.9
1447208346,5/26/2013,SF,1,PIT,BOM,324,14.5,4698
1447266883,5/26/2013,SF,2,PIT,BRU,344,21.7,7464.8
1447373503,5/26/2013,MIA,2,PIT,BOM,303,21.7,6575.1
1447401850,5/26/2013,MIA,1,PIT,BRU,353,14.5,5118.5
1447373491,5/26/2013,MIA,1,PIT,ROM,644,14.5,9338
1447373510,5/26/2013,SF,1,PIT,ROM,423,14.5,6133.5
1447305018,5/26/2013,SF,1,PIT,ROM,299,14.5,4335.5
1447373481,5/26/2013,MIA,1,PIT,BOM,301,14.5,4364.5
1447305017,5/26/2013,SF,2,PIT,BOM,377,21.7,8180.9
1447373453,5/26/2013,SF,2,PIT,BRU,308,21.7,6683.6
1447186295,5/26/2013,SF,2,PIT,HK,244,21.7,5294.8
1447201982,5/26/2013,MIA,2,PIT,ROM,312,21.7,6770.4
1447219347,5/26/2013,MIA,2,PIT,BOM,340,21.7,7378
1447186299,5/26/2013,MIA,1,PIT,BRU,304,14.5,4408
1447186296,5/26/2013,SF,2,PIT,ROM,333,21.7,7226.1
1447201983,5/26/2013,SF,1,PIT,BRU,340,14.5,4930
1447201985,5/26/2013,SF,1,PIT,HK,263,14.5,3813.5
1447219348,5/26/2013,SF,1,PIT,BOM,397,14.5,5756.5
